review_id,review,rating,date,bank,source,sentiment_label,sentiment_score,model
33,"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19,Commercial Bank of Ethiopia,Google Play,positive,0.9993645548820496,distilbert-base-uncased-finetuned-sst-2-english
34,make life easy,5,2025-11-19,Commercial Bank of Ethiopia,Google Play,positive,0.999527096748352,distilbert-base-uncased-finetuned-sst-2-english
35,securr,5,2025-11-19,Commercial Bank of Ethiopia,Google Play,negative,0.989194393157959,distilbert-base-uncased-finetuned-sst-2-english
36,My most optional bank,5,2025-11-17,Commercial Bank of Ethiopia,Google Play,positive,0.7555276155471802,distilbert-base-uncased-finetuned-sst-2-english
37,5 star,5,2025-11-17,Commercial Bank of Ethiopia,Google Play,positive,0.9964116215705872,distilbert-base-uncased-finetuned-sst-2-english
38,it is fantastic app.,5,2025-11-16,Commercial Bank of Ethiopia,Google Play,positive,0.9998733997344971,distilbert-base-uncased-finetuned-sst-2-english
39,sifen,5,2025-11-16,Commercial Bank of Ethiopia,Google Play,negative,0.8473548293113708,distilbert-base-uncased-finetuned-sst-2-english
40,i like this√,4,2025-11-16,Commercial Bank of Ethiopia,Google Play,positive,0.9998555183410645,distilbert-base-uncased-finetuned-sst-2-english
41,Ok,3,2025-11-16,Commercial Bank of Ethiopia,Google Play,positive,0.9997851252555847,distilbert-base-uncased-finetuned-sst-2-english
42,ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15,Commercial Bank of Ethiopia,Google Play,negative,0.9916301369667053,distilbert-base-uncased-finetuned-sst-2-english
43,"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15,Commercial Bank of Ethiopia,Google Play,negative,0.9996232986450195,distilbert-base-uncased-finetuned-sst-2-english
44,Like,5,2025-11-13,Commercial Bank of Ethiopia,Google Play,positive,0.9910564422607422,distilbert-base-uncased-finetuned-sst-2-english
45,Nice and very useful app i like it!,5,2025-11-13,Commercial Bank of Ethiopia,Google Play,positive,0.9998588562011719,distilbert-base-uncased-finetuned-sst-2-english
46,Good,5,2025-11-13,Commercial Bank of Ethiopia,Google Play,positive,0.9998161196708679,distilbert-base-uncased-finetuned-sst-2-english
47,smart app,4,2025-11-12,Commercial Bank of Ethiopia,Google Play,positive,0.999789297580719,distilbert-base-uncased-finetuned-sst-2-english
48,good App,5,2025-11-12,Commercial Bank of Ethiopia,Google Play,positive,0.9998493194580078,distilbert-base-uncased-finetuned-sst-2-english
49,sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12,Commercial Bank of Ethiopia,Google Play,negative,0.992516815662384,distilbert-base-uncased-finetuned-sst-2-english
50,ok,5,2025-11-11,Commercial Bank of Ethiopia,Google Play,positive,0.9997851252555847,distilbert-base-uncased-finetuned-sst-2-english
51,cbe is my choice,4,2025-11-11,Commercial Bank of Ethiopia,Google Play,positive,0.9987378716468811,distilbert-base-uncased-finetuned-sst-2-english
52,Awesome,5,2025-11-11,Commercial Bank of Ethiopia,Google Play,positive,0.9998682737350464,distilbert-base-uncased-finetuned-sst-2-english
53,I am not able to transfer. The app is not responding,1,2025-11-11,Commercial Bank of Ethiopia,Google Play,negative,0.999775230884552,distilbert-base-uncased-finetuned-sst-2-english
54,Very convenient App,5,2025-11-11,Commercial Bank of Ethiopia,Google Play,positive,0.9945734143257141,distilbert-base-uncased-finetuned-sst-2-english
55,excellent but sometimes can not connect,5,2025-11-10,Commercial Bank of Ethiopia,Google Play,negative,0.9832204580307007,distilbert-base-uncased-finetuned-sst-2-english
56,wow apk,5,2025-11-10,Commercial Bank of Ethiopia,Google Play,positive,0.9992477893829346,distilbert-base-uncased-finetuned-sst-2-english
57,best 100 %,5,2025-11-10,Commercial Bank of Ethiopia,Google Play,positive,0.9998010993003845,distilbert-base-uncased-finetuned-sst-2-english
58,bad app,1,2025-11-10,Commercial Bank of Ethiopia,Google Play,negative,0.9997212290763855,distilbert-base-uncased-finetuned-sst-2-english
59,best app,5,2025-11-10,Commercial Bank of Ethiopia,Google Play,positive,0.999686598777771,distilbert-base-uncased-finetuned-sst-2-english
60,nice app,5,2025-11-10,Commercial Bank of Ethiopia,Google Play,positive,0.9998061060905457,distilbert-base-uncased-finetuned-sst-2-english
61,bad app,4,2025-11-10,Commercial Bank of Ethiopia,Google Play,negative,0.9997212290763855,distilbert-base-uncased-finetuned-sst-2-english
62,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,Commercial Bank of Ethiopia,Google Play,positive,0.8869743943214417,distilbert-base-uncased-finetuned-sst-2-english
63,I can't access it properly I think it needs update,1,2025-11-10,Commercial Bank of Ethiopia,Google Play,negative,0.9996213912963867,distilbert-base-uncased-finetuned-sst-2-english
64,👌👌,5,2025-11-10,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english
65,best 👌,5,2025-11-10,Commercial Bank of Ethiopia,Google Play,positive,0.9997019171714783,distilbert-base-uncased-finetuned-sst-2-english
66,good,4,2025-11-10,Commercial Bank of Ethiopia,Google Play,positive,0.9998161196708679,distilbert-base-uncased-finetuned-sst-2-english
67,not Refresh,2,2025-11-10,Commercial Bank of Ethiopia,Google Play,negative,0.9990518689155579,distilbert-base-uncased-finetuned-sst-2-english
68,your statement is not used as wanted,1,2025-11-10,Commercial Bank of Ethiopia,Google Play,negative,0.99908447265625,distilbert-base-uncased-finetuned-sst-2-english
69,good very good,5,2025-11-09,Commercial Bank of Ethiopia,Google Play,positive,0.9998477697372437,distilbert-base-uncased-finetuned-sst-2-english
70,this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09,Commercial Bank of Ethiopia,Google Play,negative,0.9997031092643738,distilbert-base-uncased-finetuned-sst-2-english
71,Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08,Commercial Bank of Ethiopia,Google Play,negative,0.9800481200218201,distilbert-base-uncased-finetuned-sst-2-english
72,Good !,5,2025-11-08,Commercial Bank of Ethiopia,Google Play,positive,0.9998268485069275,distilbert-base-uncased-finetuned-sst-2-english
73,i like it,5,2025-11-08,Commercial Bank of Ethiopia,Google Play,positive,0.9998593330383301,distilbert-base-uncased-finetuned-sst-2-english
74,Very nice app,5,2025-11-08,Commercial Bank of Ethiopia,Google Play,positive,0.9998562335968018,distilbert-base-uncased-finetuned-sst-2-english
75,the app is not functional this week.,4,2025-11-08,Commercial Bank of Ethiopia,Google Play,negative,0.9996664524078369,distilbert-base-uncased-finetuned-sst-2-english
76,very updated bank,5,2025-11-06,Commercial Bank of Ethiopia,Google Play,positive,0.999656081199646,distilbert-base-uncased-finetuned-sst-2-english
77,tankyu,5,2025-11-05,Commercial Bank of Ethiopia,Google Play,positive,0.8404369354248047,distilbert-base-uncased-finetuned-sst-2-english
78,Numbers 2 and 3 don't write during pin verification.,5,2025-11-05,Commercial Bank of Ethiopia,Google Play,negative,0.9866906404495239,distilbert-base-uncased-finetuned-sst-2-english
79,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,Commercial Bank of Ethiopia,Google Play,negative,0.9989122152328491,distilbert-base-uncased-finetuned-sst-2-english
80,loved it,5,2025-11-05,Commercial Bank of Ethiopia,Google Play,positive,0.9998797178268433,distilbert-base-uncased-finetuned-sst-2-english
81,Ok,1,2025-11-05,Commercial Bank of Ethiopia,Google Play,positive,0.9997851252555847,distilbert-base-uncased-finetuned-sst-2-english
82,this app is not working on my phone,5,2025-11-03,Commercial Bank of Ethiopia,Google Play,negative,0.9996734857559204,distilbert-base-uncased-finetuned-sst-2-english
83,CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,Commercial Bank of Ethiopia,Google Play,negative,0.964024543762207,distilbert-base-uncased-finetuned-sst-2-english
84,"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03,Commercial Bank of Ethiopia,Google Play,negative,0.9985938668251038,distilbert-base-uncased-finetuned-sst-2-english
85,wow 😘😘😘,4,2025-11-02,Commercial Bank of Ethiopia,Google Play,positive,0.9992976188659668,distilbert-base-uncased-finetuned-sst-2-english
86,mobile banking broblem,5,2025-11-01,Commercial Bank of Ethiopia,Google Play,negative,0.9918060302734375,distilbert-base-uncased-finetuned-sst-2-english
87,good job,5,2025-11-01,Commercial Bank of Ethiopia,Google Play,positive,0.999835729598999,distilbert-base-uncased-finetuned-sst-2-english
88,good,3,2025-11-01,Commercial Bank of Ethiopia,Google Play,positive,0.9998161196708679,distilbert-base-uncased-finetuned-sst-2-english
89,it is a good and clear apps to use,4,2025-10-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998574256896973,distilbert-base-uncased-finetuned-sst-2-english
90,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31,Commercial Bank of Ethiopia,Google Play,negative,0.9298381209373474,distilbert-base-uncased-finetuned-sst-2-english
91,I love this app b/c every option in the app very clear and supportive.,5,2025-10-30,Commercial Bank of Ethiopia,Google Play,positive,0.9998561143875122,distilbert-base-uncased-finetuned-sst-2-english
92,niiceh,5,2025-10-29,Commercial Bank of Ethiopia,Google Play,positive,0.8779535889625549,distilbert-base-uncased-finetuned-sst-2-english
93,the app is good but their is no dark mode you have to add it,3,2025-10-29,Commercial Bank of Ethiopia,Google Play,positive,0.9965399503707886,distilbert-base-uncased-finetuned-sst-2-english
94,🤮,1,2025-10-29,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english
95,abdulakim abrahim elemoo,5,2025-10-29,Commercial Bank of Ethiopia,Google Play,positive,0.9634568691253662,distilbert-base-uncased-finetuned-sst-2-english
96,strong,5,2025-10-28,Commercial Bank of Ethiopia,Google Play,positive,0.999862551689148,distilbert-base-uncased-finetuned-sst-2-english
97,Abebaw Zenebe,5,2025-10-28,Commercial Bank of Ethiopia,Google Play,negative,0.5422852039337158,distilbert-base-uncased-finetuned-sst-2-english
98,good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,Commercial Bank of Ethiopia,Google Play,positive,0.9990962743759155,distilbert-base-uncased-finetuned-sst-2-english
99,Cbe,5,2025-10-27,Commercial Bank of Ethiopia,Google Play,positive,0.9966009855270386,distilbert-base-uncased-finetuned-sst-2-english
100,Active and granted system,5,2025-10-27,Commercial Bank of Ethiopia,Google Play,positive,0.998322069644928,distilbert-base-uncased-finetuned-sst-2-english
101,fast app,4,2025-10-27,Commercial Bank of Ethiopia,Google Play,positive,0.9983617663383484,distilbert-base-uncased-finetuned-sst-2-english
102,cool 😎,5,2025-10-27,Commercial Bank of Ethiopia,Google Play,positive,0.9997991919517517,distilbert-base-uncased-finetuned-sst-2-english
103,Galaxy A10s,3,2025-10-26,Commercial Bank of Ethiopia,Google Play,positive,0.8983981609344482,distilbert-base-uncased-finetuned-sst-2-english
104,the best apps,5,2025-10-26,Commercial Bank of Ethiopia,Google Play,positive,0.9998617172241211,distilbert-base-uncased-finetuned-sst-2-english
105,arif app new,5,2025-10-26,Commercial Bank of Ethiopia,Google Play,negative,0.5203995704650879,distilbert-base-uncased-finetuned-sst-2-english
106,laga Bari biranch,5,2025-10-26,Commercial Bank of Ethiopia,Google Play,negative,0.9922856092453003,distilbert-base-uncased-finetuned-sst-2-english
107,ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english
108,I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,2025-10-25,Commercial Bank of Ethiopia,Google Play,negative,0.9949775338172913,distilbert-base-uncased-finetuned-sst-2-english
109,Attractive,5,2025-10-25,Commercial Bank of Ethiopia,Google Play,positive,0.9998689889907837,distilbert-base-uncased-finetuned-sst-2-english
110,mite,5,2025-10-24,Commercial Bank of Ethiopia,Google Play,negative,0.9965571165084839,distilbert-base-uncased-finetuned-sst-2-english
111,useful,5,2025-10-24,Commercial Bank of Ethiopia,Google Play,positive,0.9997634291648865,distilbert-base-uncased-finetuned-sst-2-english
112,nice,4,2025-10-23,Commercial Bank of Ethiopia,Google Play,positive,0.9998552799224854,distilbert-base-uncased-finetuned-sst-2-english
113,"not good, not bad!",3,2025-10-23,Commercial Bank of Ethiopia,Google Play,negative,0.9981550574302673,distilbert-base-uncased-finetuned-sst-2-english
114,very good,5,2025-10-23,Commercial Bank of Ethiopia,Google Play,positive,0.9998520612716675,distilbert-base-uncased-finetuned-sst-2-english
115,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,2025-10-22,Commercial Bank of Ethiopia,Google Play,negative,0.9546589255332947,distilbert-base-uncased-finetuned-sst-2-english
116,imp,5,2025-10-22,Commercial Bank of Ethiopia,Google Play,negative,0.9978600144386292,distilbert-base-uncased-finetuned-sst-2-english
117,super fast app,5,2025-10-21,Commercial Bank of Ethiopia,Google Play,positive,0.9976546168327332,distilbert-base-uncased-finetuned-sst-2-english
118,good app,4,2025-10-20,Commercial Bank of Ethiopia,Google Play,positive,0.9998493194580078,distilbert-base-uncased-finetuned-sst-2-english
119,"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,Commercial Bank of Ethiopia,Google Play,negative,0.9983618855476379,distilbert-base-uncased-finetuned-sst-2-english
120,cbe,4,2025-10-18,Commercial Bank of Ethiopia,Google Play,positive,0.9966009855270386,distilbert-base-uncased-finetuned-sst-2-english
121,"it says ""ti is work any more in your device"" what can i do??",1,2025-10-18,Commercial Bank of Ethiopia,Google Play,negative,0.9991005659103394,distilbert-base-uncased-finetuned-sst-2-english
122,blah blah blah,5,2025-10-18,Commercial Bank of Ethiopia,Google Play,negative,0.9977899789810181,distilbert-base-uncased-finetuned-sst-2-english
123,bad ግዴታ መሆንሁ,1,2025-10-17,Commercial Bank of Ethiopia,Google Play,negative,0.9995405673980713,distilbert-base-uncased-finetuned-sst-2-english
124,CBE no.1,5,2025-10-17,Commercial Bank of Ethiopia,Google Play,positive,0.9968194961547852,distilbert-base-uncased-finetuned-sst-2-english
125,"it's not work correctly when it's needed sometimes, but it works sometimes though",2,2025-10-16,Commercial Bank of Ethiopia,Google Play,positive,0.996988832950592,distilbert-base-uncased-finetuned-sst-2-english
126,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,Commercial Bank of Ethiopia,Google Play,positive,0.9997401833534241,distilbert-base-uncased-finetuned-sst-2-english
127,gooof,5,2025-10-16,Commercial Bank of Ethiopia,Google Play,negative,0.996545135974884,distilbert-base-uncased-finetuned-sst-2-english
128,"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,Commercial Bank of Ethiopia,Google Play,negative,0.9996702671051025,distilbert-base-uncased-finetuned-sst-2-english
129,Best app,5,2025-10-16,Commercial Bank of Ethiopia,Google Play,positive,0.999686598777771,distilbert-base-uncased-finetuned-sst-2-english
130,still not perfect like before,1,2025-10-15,Commercial Bank of Ethiopia,Google Play,negative,0.9995744824409485,distilbert-base-uncased-finetuned-sst-2-english
131,This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,Commercial Bank of Ethiopia,Google Play,negative,0.9985210299491882,distilbert-base-uncased-finetuned-sst-2-english
132,APPLIED,1,2025-10-14,Commercial Bank of Ethiopia,Google Play,positive,0.9989719390869141,distilbert-base-uncased-finetuned-sst-2-english
133,10 years ago,4,2025-10-14,Commercial Bank of Ethiopia,Google Play,positive,0.9060003161430359,distilbert-base-uncased-finetuned-sst-2-english
134,Asefa Obsa,5,2025-10-14,Commercial Bank of Ethiopia,Google Play,negative,0.9988316893577576,distilbert-base-uncased-finetuned-sst-2-english
135,best app,4,2025-10-14,Commercial Bank of Ethiopia,Google Play,positive,0.999686598777771,distilbert-base-uncased-finetuned-sst-2-english
136,it's good app,5,2025-10-14,Commercial Bank of Ethiopia,Google Play,positive,0.9998689889907837,distilbert-base-uncased-finetuned-sst-2-english
137,very slow,1,2025-10-14,Commercial Bank of Ethiopia,Google Play,negative,0.9997065663337708,distilbert-base-uncased-finetuned-sst-2-english
138,berhan deriba wami,4,2025-10-14,Commercial Bank of Ethiopia,Google Play,positive,0.7555697560310364,distilbert-base-uncased-finetuned-sst-2-english
139,mahamad Usman,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,positive,0.9890894293785095,distilbert-base-uncased-finetuned-sst-2-english
140,Erako,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,positive,0.9978224039077759,distilbert-base-uncased-finetuned-sst-2-english
141,🔥🔥🔥🔥🔥,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english
142,opne,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,negative,0.7972497940063477,distilbert-base-uncased-finetuned-sst-2-english
143,mehommd nuri,5,2025-10-13,Commercial Bank of Ethiopia,Google Play,positive,0.9508018493652344,distilbert-base-uncased-finetuned-sst-2-english
144,Best,5,2025-10-12,Commercial Bank of Ethiopia,Google Play,positive,0.9997941851615906,distilbert-base-uncased-finetuned-sst-2-english
145,providing very secure service.,5,2025-10-12,Commercial Bank of Ethiopia,Google Play,positive,0.9993906021118164,distilbert-base-uncased-finetuned-sst-2-english
146,apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,1,2025-10-12,Commercial Bank of Ethiopia,Google Play,negative,0.9760127663612366,distilbert-base-uncased-finetuned-sst-2-english
147,ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,Commercial Bank of Ethiopia,Google Play,negative,0.8832131028175354,distilbert-base-uncased-finetuned-sst-2-english
148,RIYAD Mohammed Abaoli 92 527 2567,5,2025-10-12,Commercial Bank of Ethiopia,Google Play,positive,0.9531124830245972,distilbert-base-uncased-finetuned-sst-2-english
149,it doesn't show bank statement and no options to see transactions for the past months.,2,2025-10-12,Commercial Bank of Ethiopia,Google Play,negative,0.9994134902954102,distilbert-base-uncased-finetuned-sst-2-english
150,Mamma Husen,2,2025-10-11,Commercial Bank of Ethiopia,Google Play,positive,0.9694636464118958,distilbert-base-uncased-finetuned-sst-2-english
151,3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,2025-10-11,Commercial Bank of Ethiopia,Google Play,negative,0.9932369589805603,distilbert-base-uncased-finetuned-sst-2-english
152,exceptional application from others bank,5,2025-10-10,Commercial Bank of Ethiopia,Google Play,positive,0.9996663331985474,distilbert-base-uncased-finetuned-sst-2-english
153,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,Commercial Bank of Ethiopia,Google Play,negative,0.9849931001663208,distilbert-base-uncased-finetuned-sst-2-english
154,good👍👍👍😊😊😊,5,2025-10-10,Commercial Bank of Ethiopia,Google Play,negative,0.6970565915107727,distilbert-base-uncased-finetuned-sst-2-english
155,really good app,5,2025-10-10,Commercial Bank of Ethiopia,Google Play,positive,0.9998643398284912,distilbert-base-uncased-finetuned-sst-2-english
156,smart bank CBE,5,2025-10-10,Commercial Bank of Ethiopia,Google Play,positive,0.9971417784690857,distilbert-base-uncased-finetuned-sst-2-english
157,Ali urgesa11,3,2025-10-09,Commercial Bank of Ethiopia,Google Play,negative,0.921220064163208,distilbert-base-uncased-finetuned-sst-2-english
158,it's good,5,2025-10-09,Commercial Bank of Ethiopia,Google Play,positive,0.9998360872268677,distilbert-base-uncased-finetuned-sst-2-english
159,Good apps,5,2025-10-09,Commercial Bank of Ethiopia,Google Play,positive,0.9998608827590942,distilbert-base-uncased-finetuned-sst-2-english
160,password በጣት አሻራ ቢኖረው መልካም ነበር,4,2025-10-09,Commercial Bank of Ethiopia,Google Play,negative,0.8905711770057678,distilbert-base-uncased-finetuned-sst-2-english
161,best app i ever seen,5,2025-10-09,Commercial Bank of Ethiopia,Google Play,positive,0.999450147151947,distilbert-base-uncased-finetuned-sst-2-english
162,it's game changing in financial system,4,2025-10-09,Commercial Bank of Ethiopia,Google Play,positive,0.9973504543304443,distilbert-base-uncased-finetuned-sst-2-english
163,"z,MKT 20_._!8+⅓⅕😘r",1,2025-10-09,Commercial Bank of Ethiopia,Google Play,negative,0.9171794652938843,distilbert-base-uncased-finetuned-sst-2-english
164,will good updating,5,2025-10-09,Commercial Bank of Ethiopia,Google Play,positive,0.9998600482940674,distilbert-base-uncased-finetuned-sst-2-english
